CustomerId,Name,Gender,Age,Salary,LocationId,Churned,AccountId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography
15702014,Jeffrey,Male,33,178798.13,1,0,A15702014SID,1,56084.69,2,0,0,Germany
15751208,Pirozzi,Male,56,99398.36,1,0,A15751208SID,8,78707.16,1,1,1,Germany
15592461,Jackson,Male,26,92840.67,6,0,A15592461SID,4,109166.37,1,1,1,USA
15789484,Hammond,Female,36,27758.36,2,0,A15789484SID,6,169831.46,2,1,1,France
15696061,Brownless,Female,34,110431.51,2,0,A15696061SID,1,101633.04,1,1,0,France
15641582,Chibugo,Male,43,196673.28,4,0,A15641582SID,10,123180.01,2,1,1,UK
15638424,Glauert,Female,35,113656.85,2,0,A15638424SID,5,150725.53,2,0,1,France
15755648,Pisano,Female,21,18203.0,4,0,A15755648SID,8,98373.26,1,1,0,UK
15703793,Konovalova,Male,58,28373.86,3,1,A15703793SID,2,133745.44,4,1,0,Spain
15620344,McKee,Male,29,33953.87,6,0,A15620344SID,6,,1,1,0,USA
15812518,Palermo,Female,37,44203.55,2,0,A15812518SID,0,163607.18,1,0,1,France
15779052,Ballard,Female,25,58426.81,6,0,A15779052SID,5,157780.84,2,1,1,USA
15770811,Wallace,Male,36,145562.4,2,0,A15770811SID,9,,2,0,1,France
15780961,Cavenagh,Female,21,22388.0,2,0,A15780961SID,1,178718.19,2,1,0,France
15614049,Hu,Male,55,139161.64,4,0,A15614049SID,8,,2,1,1,UK
15662085,Read,Female,32,148210.64,4,0,A15662085SID,9,,1,1,1,UK
15575185,Bushell,Male,33,194239.63,6,0,A15575185SID,5,77253.22,1,0,1,USA
15803136,Postle,Female,41,98301.61,5,0,A15803136SID,10,122189.66,2,1,0,Canada
15706021,Buley,Female,34,171413.66,2,0,A15706021SID,1,96645.54,2,0,0,France
15663706,Leonard,Female,32,136458.19,4,1,A15663706SID,2,,1,1,0,UK
15641732,Mills,Female,36,26019.59,6,0,A15641732SID,3,,2,0,0,USA
15701164,Onyeorulu,Female,34,159235.29,3,0,A15701164SID,4,90307.62,1,1,1,Spain
15738751,Beit,Female,46,1907.66,5,0,A15738751SID,4,,2,1,0,Canada
15805254,Ndukaku,Female,75,114675.75,3,0,A15805254SID,10,,2,1,1,Spain
15762418,Gant,Male,22,128643.35,4,1,A15762418SID,3,121681.82,1,1,0,UK
15625759,Rowley,Male,30,151869.35,6,0,A15625759SID,9,,2,1,0,USA
15622897,Sharpe,Female,46,93251.42,2,1,A15622897SID,4,,3,1,0,France
15767954,Osborne,Female,28,156791.36,4,0,A15767954SID,3,81623.67,2,1,1,UK
15757535,Heap,Female,44,174205.22,6,1,A15757535SID,5,,3,1,1,USA
15731511,Ritchie,Male,45,147132.46,6,0,A15731511SID,7,118626.55,2,1,0,USA
15809248,Cole,Female,36,109614.57,2,0,A15809248SID,10,,2,1,0,France
15640635,Capon,Male,29,172290.61,3,0,A15640635SID,8,,2,1,1,Spain
15676966,Capon,Male,42,85982.47,5,0,A15676966SID,4,,2,0,1,Canada
15699461,Fiorentini,Male,35,121277.78,5,0,A15699461SID,10,176273.95,1,0,1,Canada
15738721,Graham,Male,41,64595.25,3,0,A15738721SID,9,102827.44,1,0,1,Spain
15693683,Yuille,Male,29,197276.13,3,0,A15693683SID,8,97086.4,2,1,1,Spain
15604348,Allard,Male,22,99645.04,4,0,A15604348SID,8,,2,0,0,UK
15633059,Fanucci,Male,34,6534.18,2,0,A15633059SID,9,,2,0,0,France
15808582,Fu,Female,40,161848.03,6,0,A15808582SID,6,,1,1,1,USA
15743192,Hung,Female,44,167162.43,5,0,A15743192SID,6,,2,0,0,Canada
15580146,Hung,Male,31,41970.72,3,0,A15580146SID,9,82674.15,1,1,0,Spain
15776605,Bradley,Male,36,60536.56,6,0,A15776605SID,7,,2,1,0,USA
15804919,Dunbabin,Female,65,177655.68,2,1,A15804919SID,1,,1,1,1,France
15613854,Mauldon,Female,46,30984.59,5,1,A15613854SID,4,107073.27,2,1,1,Canada
15599195,Stiger,Male,32,10054.53,1,0,A15599195SID,1,88938.62,1,1,1,Germany
15812878,Parsons,Female,36,36976.52,2,0,A15812878SID,2,99806.85,1,0,1,France
15602312,Walkom,Male,33,71862.79,3,0,A15602312SID,5,150092.8,1,0,0,Spain
15744689,T'ang,Male,35,99449.86,2,1,A15744689SID,9,92833.89,1,1,0,France
15803526,Eremenko,Male,30,63082.88,1,0,A15803526SID,3,90536.81,1,0,1,Germany
15665790,Rowntree,Male,39,27231.26,6,0,A15665790SID,7,108055.1,2,1,0,USA
15715951,Thorpe,Male,42,86797.41,4,0,A15715951SID,2,100238.35,1,0,0,UK
15591100,Chiemela,Male,36,22994.32,4,0,A15591100SID,9,106190.55,1,0,1,UK
15609618,Fanucci,Male,28,101300.94,4,1,A15609618SID,9,154475.54,2,0,1,UK
15675522,Ko,Female,30,74169.13,4,0,A15675522SID,9,132351.29,2,1,1,UK
15705512,Welch,Female,37,115638.29,2,0,A15705512SID,6,167864.4,1,1,0,France
15698028,Duncan,Female,41,31766.3,4,0,A15698028SID,1,,2,1,0,UK
15661670,Chidozie,Female,31,199725.39,4,1,A15661670SID,8,107818.63,1,1,0,UK
15600781,Wu,Male,34,120834.48,5,0,A15600781SID,4,185173.81,2,1,0,Canada
15682472,Culbreth,Male,34,38131.77,6,0,A15682472SID,8,129433.34,2,0,0,USA
15580203,Kennedy,Male,39,100130.95,6,0,A15580203SID,6,120193.42,1,0,0,USA
15690673,Cameron,Female,39,141069.88,2,0,A15690673SID,6,,2,1,0,France
15760085,Calabresi,Female,48,198129.36,1,0,A15760085SID,10,126384.42,1,1,1,Germany
15779659,Zetticci,Female,28,183646.41,6,0,A15779659SID,3,,1,0,0,USA
15627360,Fuller,Male,42,110265.24,2,1,A15627360SID,9,152603.45,1,1,0,France
15671137,MacDonald,Female,52,8636.05,1,1,A15671137SID,1,,1,0,1,Germany
15782688,Piccio,Male,56,46824.08,2,1,A15782688SID,0,148507.24,1,1,0,France
15575492,Kennedy,Female,41,171378.77,1,0,A15575492SID,7,,2,1,0,Germany
15591607,Fernie,Male,24,167256.35,1,0,A15591607SID,9,101827.07,1,1,0,Germany
15740404,He,Female,34,124226.16,5,0,A15740404SID,3,,2,1,1,Canada
15718369,Kaodilinakachukwu,Female,33,114935.21,2,0,A15718369SID,9,130862.43,1,1,1,France
15677871,Cocci,Male,38,35608.88,4,0,A15677871SID,9,122570.87,1,1,1,UK
15642004,Alekseeva,Male,25,16459.37,2,0,A15642004SID,1,,2,0,1,France
15712543,Chinweike,Male,39,124411.08,2,0,A15712543SID,7,124828.46,2,1,1,France
15584518,Arthur,Female,50,34941.23,1,0,A15584518SID,5,144895.05,2,1,1,Germany
15802381,Li,Female,34,167784.28,5,0,A15802381SID,5,63663.93,1,0,1,Canada
15610156,Ma,Male,40,93165.34,4,0,A15610156SID,2,133463.1,1,0,1,UK
15594408,Chia,Female,48,75161.25,3,1,A15594408SID,2,213146.2,1,1,0,Spain
15640905,Vasin,Female,35,8590.83,6,1,A15640905SID,1,129490.36,2,0,1,USA
15698932,Groves,Male,44,189543.9,2,0,A15698932SID,10,137452.09,1,1,0,France
15724944,Tien,Male,34,180427.24,2,0,A15724944SID,7,,2,1,1,France
15628145,Forwood,Female,43,193318.33,4,0,A15628145SID,5,125851.93,1,1,1,UK
15713483,Greeves,Male,52,159123.82,4,1,A15713483SID,2,,1,1,0,UK
15612350,Taylor,Female,31,126213.84,6,1,A15612350SID,5,40915.55,1,1,0,USA
15800703,Madukwe,Female,21,54141.5,5,0,A15800703SID,5,113157.22,1,1,1,Canada
15705707,Bennelong,Female,29,141075.51,2,0,A15705707SID,8,138296.94,2,1,0,France
15754105,Olisanugo,Male,37,24495.03,6,0,A15754105SID,5,106967.18,1,0,0,USA
15703264,Chukwufumnanya,Male,44,74836.34,4,0,A15703264SID,9,120681.63,1,1,0,UK
15794413,Harris,Male,32,878.87,5,0,A15794413SID,0,,2,0,1,Canada
15650237,Morgan,Female,32,89520.75,3,0,A15650237SID,7,,2,1,0,Spain
15759618,Alexeeva,Female,48,149892.79,2,1,A15759618SID,9,,1,1,0,France
15811589,Metcalfe,Male,42,180800.42,2,0,A15811589SID,8,,2,1,0,France
15689044,Humphries,Male,37,98646.22,2,0,A15689044SID,2,127609.59,1,1,0,France
15709368,Milne,Female,43,109041.53,4,0,A15709368SID,6,,2,1,1,UK
15679145,Chou,Male,57,17941.16,4,1,A15679145SID,7,,1,1,0,UK
15655007,Li,Female,33,82996.47,3,0,A15655007SID,7,,2,0,0,Spain
15623595,Clayton,Female,28,92067.35,5,0,A15623595SID,2,,2,1,1,Canada
15589975,Maclean,Female,73,104719.66,3,0,A15589975SID,6,97259.25,1,0,1,Spain
15804017,Chigolum,Female,33,112687.57,2,0,A15804017SID,4,123246.7,1,0,0,France
15692132,Wilkinson,Female,22,84699.56,3,0,A15692132SID,6,101060.25,1,0,1,Spain
15641122,Wei,Male,30,83473.82,6,0,A15641122SID,2,,2,1,0,USA
15630910,Treacy,Female,49,47125.11,1,0,A15630910SID,7,108007.36,1,0,0,Germany
15680772,Hu,Female,36,106977.8,1,0,A15680772SID,2,,2,1,1,Germany
15658929,Taverner,Male,29,55582.54,5,1,A15658929SID,0,133702.89,1,1,0,Canada
15585388,Sherman,Male,31,139874.43,1,0,A15585388SID,9,125189.75,2,1,1,Germany
15724623,Taubman,Female,24,162503.48,3,1,A15724623SID,7,113034.22,1,1,0,Spain
15588537,Robinson,Female,41,196499.96,3,0,A15588537SID,9,109013.23,1,1,0,Spain
15574692,Pinto,Female,39,40721.24,6,1,A15574692SID,2,,2,1,0,USA
15611325,Wood,Male,24,53134.3,4,0,A15611325SID,9,57929.81,2,0,0,UK
15587562,Hawkins,Female,29,164017.89,3,0,A15587562SID,4,130114.39,1,1,0,Spain
15613172,Sun,Male,27,155996.96,2,0,A15613172SID,5,95826.49,2,1,0,France
15651022,Yost,Male,44,5472.7,6,1,A15651022SID,10,129608.57,1,1,0,USA
15586310,Ting,Male,30,112187.11,2,0,A15586310SID,4,169462.09,1,1,0,France
15625524,Rowe,Male,40,146457.83,6,0,A15625524SID,5,,2,1,1,USA
15755209,Fu,Female,35,27286.1,1,0,A15755209SID,7,133868.21,1,1,1,Germany
15645248,Ho,Female,30,130553.47,4,0,A15645248SID,0,,2,1,1,UK
15790355,Okechukwu,Male,36,179351.89,3,0,A15790355SID,5,190479.48,2,0,0,Spain
15762615,Campbell,Female,40,94774.12,6,0,A15762615SID,8,101993.12,1,0,1,USA
15625426,Ashbolt,Female,55,8080.85,6,1,A15625426SID,3,161608.81,1,1,0,USA
15716334,Rozier,Female,45,19482.5,4,0,A15716334SID,2,122311.21,1,1,1,UK
15789669,Hsia,Male,65,48071.61,6,0,A15789669SID,2,,2,1,1,USA
15621075,Ogbonnaya,Female,45,174531.27,6,0,A15621075SID,1,162150.42,2,1,0,USA
15810845,T'ang,Male,42,55470.78,3,0,A15810845SID,2,,2,1,1,Spain
15719377,Cocci,Female,50,8546.87,2,1,A15719377SID,4,,1,1,1,France
15654506,Chang,Male,32,95857.18,5,0,A15654506SID,8,,2,1,0,Canada
15771977,T'ao,Female,39,194945.8,1,0,A15771977SID,1,99010.67,1,1,0,Germany
15708710,Ford,Female,37,131521.72,4,0,A15708710SID,0,,1,0,1,UK
15726676,Marshall,Male,30,196108.51,5,0,A15726676SID,5,,2,0,1,Canada
15587421,Tsai,Female,34,148564.76,4,0,A15587421SID,7,111388.18,2,1,0,UK
15726931,Onwumelu,Female,41,92982.61,1,1,A15726931SID,8,56214.85,2,0,0,Germany
15771086,Graham,Female,36,17675.36,2,0,A15771086SID,3,84327.77,2,1,0,France
15756850,Golovanov,Male,40,114996.43,5,0,A15756850SID,1,,2,0,0,Canada
15702741,Potts,Male,32,86957.42,1,0,A15702741SID,8,93012.89,1,1,0,Germany
15679200,Crawford,Male,29,128077.8,6,0,A15679200SID,9,61710.44,2,1,0,USA
15594815,Aleshire,Male,35,600.36,5,0,A15594815SID,3,174790.15,1,1,1,Canada
15635905,Moran,Female,32,43001.46,4,0,A15635905SID,6,,2,1,1,UK
15777892,Samsonova,Male,37,158591.12,3,0,A15777892SID,3,107720.64,1,1,1,Spain
15656176,Jenkins,Male,57,47847.19,2,0,A15656176SID,10,,2,1,1,France
15811127,Volkov,Male,35,10488.44,5,0,A15811127SID,6,96423.84,1,1,0,Canada
15604482,Chiemezie,Male,30,5978.2,3,0,A15604482SID,2,141040.01,1,1,1,Spain
15622911,Jude,Male,42,121409.06,3,0,A15622911SID,4,105420.18,1,0,1,Spain
15600974,He,Male,50,146145.93,2,1,A15600974SID,5,,1,0,1,France
15727868,Onuora,Female,38,14374.86,1,1,A15727868SID,2,129022.06,2,1,1,Germany
15627801,Ginikanwa,Male,33,94670.77,1,0,A15627801SID,3,176666.62,1,1,0,Germany
15773039,Ku,Male,37,179670.31,3,0,A15773039SID,3,,1,1,1,Spain
15755262,McDonald,Female,41,199304.74,2,1,A15755262SID,3,89763.84,1,0,0,France
15679531,Collins,Male,34,151954.39,3,0,A15679531SID,5,134954.53,1,1,1,Spain
15684181,Hackett,Male,45,142513.5,6,1,A15684181SID,5,,1,1,0,USA
15612087,Dike,Male,45,158264.62,2,0,A15612087SID,2,106376.85,1,0,1,France
15752047,Trevisano,Male,33,169381.9,5,0,A15752047SID,2,161814.64,2,1,0,Canada
15624592,Tan,Male,31,169915.02,5,0,A15624592SID,8,,2,1,1,Canada
15573152,Glassman,Female,41,88852.47,6,0,A15573152SID,9,,2,0,0,USA
15594917,Miller,Female,34,40645.81,2,0,A15594917SID,1,63095.01,1,1,1,France
15785542,Kornilova,Male,26,60427.3,3,0,A15785542SID,4,118287.01,2,0,0,Spain
15723488,Watson,Male,47,157959.02,3,1,A15723488SID,7,106854.21,1,0,1,Spain
15680920,Marchesi,Male,46,133007.34,3,0,A15680920SID,7,49512.55,1,1,0,Spain
15786308,Millar,Female,33,176576.62,6,0,A15786308SID,9,,2,0,0,USA
15659366,Shih,Male,43,34888.04,6,1,A15659366SID,1,105799.32,2,1,0,USA
15774854,Fuller,Male,54,28737.71,4,1,A15774854SID,8,,1,1,1,UK
15725311,Hay,Female,31,98178.57,5,0,A15725311SID,9,114722.05,2,1,1,Canada
15787155,Yang,Male,30,125010.24,5,0,A15787155SID,7,,1,0,1,Canada
15727829,McIntyre,Male,42,167984.61,1,0,A15727829SID,2,,2,1,1,Germany
15733247,Stevenson,Male,33,4861.72,5,1,A15733247SID,10,,1,1,0,Canada
15568748,Poole,Male,45,108872.45,6,1,A15568748SID,6,99564.22,1,1,1,USA
15699029,Bagley,Male,37,198252.88,6,0,A15699029SID,4,170557.91,2,1,0,USA
15774393,Ch'ien,Female,30,26960.31,3,0,A15774393SID,9,,2,1,1,Spain
15676895,Cattaneo,Female,39,85746.52,6,1,A15676895SID,6,74596.15,3,1,1,USA
15637753,O'Sullivan,Male,50,77206.25,6,1,A15637753SID,2,96888.39,1,1,0,USA
15605461,Lucas,Female,29,61048.53,1,0,A15605461SID,3,130830.22,1,1,0,Germany
15808473,Ringrose,Male,72,111981.19,6,0,A15808473SID,1,,2,0,1,USA
15627000,Freeman,Male,40,62232.6,6,0,A15627000SID,0,,2,1,0,USA
15787174,Sergeyev,Female,37,156105.03,2,0,A15787174SID,1,,2,0,1,France
15723886,Fiore,Male,20,150135.38,4,0,A15723886SID,3,119714.25,2,0,1,UK
15704769,Smith,Female,67,93146.11,6,0,A15704769SID,5,113978.97,2,0,1,USA
15772896,Dumetochukwu,Male,42,33462.94,6,1,A15772896SID,6,100160.75,1,1,0,USA
15711540,Pacheco,Female,29,144375.0,3,0,A15711540SID,2,,1,1,1,Spain
15764866,Synnot,Female,43,55803.96,6,1,A15764866SID,3,116220.5,3,1,0,USA
15794056,Johnston,Female,46,89048.46,2,1,A15794056SID,2,,3,1,0,France
15795149,Stevens,Male,28,162812.16,1,0,A15795149SID,2,81173.83,2,0,1,Germany
15812009,Grant,Male,38,136259.65,3,0,A15812009SID,4,,2,1,0,Spain
15651001,Tsao,Female,39,124052.97,3,0,A15651001SID,5,116803.8,1,1,0,Spain
15813844,Barnes,Male,37,74158.8,1,0,A15813844SID,8,105961.68,2,0,1,Germany
15596175,McIntosh,Male,67,45071.09,6,1,A15596175SID,6,117411.6,1,1,1,USA
15576269,Madison,Male,34,62030.06,4,0,A15576269SID,7,,2,1,0,UK
15797219,Ifesinachi,Female,40,131953.23,5,1,A15797219SID,10,123497.58,1,1,0,Canada
15685500,Glazkov,Male,26,79414.0,2,0,A15685500SID,7,152400.51,2,1,0,France
15599792,Dimauro,Female,26,199638.56,6,0,A15599792SID,1,,2,1,1,USA
15657566,Wieck,Male,24,157577.29,5,0,A15657566SID,8,103097.85,1,1,1,Canada
15772423,Liao,Male,54,134420.75,2,1,A15772423SID,8,126418.14,1,1,0,France
15628112,Hughes,Female,36,99805.99,3,0,A15628112SID,5,77846.9,1,0,0,Spain
15753754,Morrison,Female,34,97932.68,3,0,A15753754SID,1,,2,1,1,Spain
15793726,Matveyeva,Female,79,170968.99,4,0,A15793726SID,0,,2,0,1,UK
15694717,Ku,Male,37,57558.95,4,0,A15694717SID,2,79731.91,1,1,1,UK
15665834,Cheatham,Male,28,176713.47,6,0,A15665834SID,8,,1,0,0,USA
15765297,Yao,Male,41,34283.23,1,0,A15765297SID,0,,2,0,1,Germany
15636684,Kirkland,Male,34,198637.34,4,0,A15636684SID,10,,2,1,1,UK
15592979,Rose,Female,34,156917.12,4,0,A15592979SID,6,37266.67,2,0,0,UK
15750803,Jess,Female,30,50457.2,1,0,A15750803SID,6,127992.25,1,1,1,Germany
15607178,Welch,Male,38,140075.55,6,0,A15607178SID,3,54901.01,1,1,1,USA
15713853,Ifeajuna,Male,42,65323.11,2,0,A15713853SID,9,108748.08,2,1,1,France
15673481,Morton,Female,48,64323.24,1,0,A15673481SID,6,99906.19,1,1,0,Germany
15686776,Rossi,Female,32,14956.44,5,0,A15686776SID,6,184686.41,2,1,0,Canada
15673693,Reppert,Female,26,111879.21,2,0,A15673693SID,0,110654.02,1,0,1,France
15700696,Kang,Male,31,18606.23,3,0,A15700696SID,9,79019.8,1,1,1,Spain
15813163,Ch'iu,Female,36,123137.01,5,0,A15813163SID,9,99240.51,1,1,0,Canada
15653857,Wallis,Male,34,148528.24,3,0,A15653857SID,2,,2,1,1,Spain
15777076,Clark,Male,36,13898.31,6,0,A15777076SID,7,,2,1,0,USA
15717398,Fielding,Female,39,81259.25,2,1,A15717398SID,7,,1,0,0,France
15799217,Zetticci,Female,35,161051.75,4,0,A15799217SID,7,52436.2,1,1,0,UK
15787071,Dulhunty,Male,41,191599.67,4,0,A15787071SID,9,,2,0,1,UK
15619955,Bevington,Male,34,48559.19,1,1,A15619955SID,3,100337.96,3,1,0,Germany
15796505,Boyle,Female,34,186339.74,1,0,A15796505SID,1,149297.19,2,1,1,Germany
15725166,Newton,Male,30,33159.37,2,0,A15725166SID,8,,2,1,0,France
15800116,Bowman,Male,28,93883.53,2,0,A15800116SID,4,145605.44,1,0,1,France
15758685,Dubinina,Female,37,110899.3,2,0,A15758685SID,7,,2,1,1,France
15694456,Toscani,Male,62,11199.04,6,1,A15694456SID,3,,1,1,1,USA
15767339,Chiazagomekpere,Female,53,189992.97,2,0,A15767339SID,10,,2,1,0,France
15683562,Allen,Male,35,164255.69,2,0,A15683562SID,6,84026.86,1,0,1,France
15782210,K'ung,Male,46,152167.79,2,1,A15782210SID,1,,1,1,0,France
15668893,Wilsmore,Male,39,33949.67,4,0,A15668893SID,8,,2,1,1,UK
15669169,Hargreaves,Male,29,68143.93,4,0,A15669169SID,10,,2,1,1,UK
15643024,Huang,Male,35,47251.79,1,1,A15643024SID,4,138718.92,1,1,1,Germany
15699389,Ch'ien,Male,42,25885.72,2,0,A15699389SID,7,118274.71,1,1,1,France
15708608,Wallwork,Female,22,192633.85,3,0,A15708608SID,8,174185.98,2,0,1,Spain
15626144,Chu,Male,40,34577.36,5,0,A15626144SID,7,113208.86,2,1,0,Canada
15573112,Kang,Male,29,161229.84,3,0,A15573112SID,5,103907.28,1,1,0,Spain
15790678,Davidson,Female,32,100816.29,3,0,A15790678SID,8,119023.28,1,1,0,Spain
15727556,O'Donnell,Female,26,181694.44,6,0,A15727556SID,5,166297.89,1,1,1,USA
15697307,Nnachetam,Male,34,79078.91,5,0,A15697307SID,10,,2,1,0,Canada
15652266,Chidiebele,Male,42,137316.32,1,0,A15652266SID,9,63227.0,1,0,1,Germany
15607098,Ahmed,Female,41,194926.86,5,0,A15607098SID,5,94521.17,2,1,0,Canada
15655774,Booth,Male,27,51285.49,4,0,A15655774SID,7,,2,1,0,UK
15590241,Chuang,Female,34,150401.53,1,1,A15590241SID,9,112822.26,1,0,0,Germany
15785819,Shao,Male,38,112491.96,6,0,A15785819SID,3,,2,1,1,USA
15723654,Tsao,Male,25,73656.38,3,0,A15723654SID,2,135903.33,1,1,0,Spain
15774510,Tien,Female,31,106636.89,2,0,A15774510SID,4,125169.26,1,1,1,France
15684173,Chang,Female,44,155853.52,2,1,A15684173SID,7,,3,1,0,France
15650068,Johnson,Male,58,162599.51,4,0,A15650068SID,0,149117.31,1,1,1,UK
15811490,French,Male,33,103737.82,4,0,A15811490SID,5,,2,1,1,UK
15803976,Efremov,Female,31,160990.27,6,0,A15803976SID,10,,2,1,0,USA
15682541,Hartley,Female,36,15462.84,4,0,A15682541SID,6,132311.71,1,0,0,UK
15695699,Calabrese,Male,35,10334.05,4,0,A15695699SID,8,,2,1,0,UK
15624188,Chiu,Female,33,190686.16,4,0,A15624188SID,6,,2,1,1,UK
15812191,Brennan,Male,33,94440.45,3,0,A15812191SID,4,118082.89,1,0,0,Spain
15636673,Onwuatuegwu,Male,31,28257.63,2,0,A15636673SID,1,119266.69,1,1,1,France
15594898,Hewitt,Male,43,170034.95,1,1,A15594898SID,2,,1,1,1,Germany
15660211,Shih,Male,35,31824.29,5,0,A15660211SID,7,156847.29,2,1,0,Canada
